coin_name,label
coin_name,error
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,negative
BITCOIN,positive
BITCOIN,negative
BITCOIN,negative
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
BITCOIN,negative
BITCOIN,positive
BITCOIN,positive
BITCOIN,positive
ETHEREUM,positive
ETHEREUM,negative
ETHEREUM,negative
ETHEREUM,positive
ETHEREUM,negative
ETHEREUM,neutral
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,neutral
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,negative
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,negative
ETHEREUM,negative
ETHEREUM,negative
ETHEREUM,positive
ETHEREUM,positive
ETHEREUM,positive
XRP,positive
XRP,positive
XRP,positive
XRP,positive
XRP,negative
XRP,positive
XRP,negative
XRP,negative
XRP,positive
XRP,positive
XRP,positive
XRP,positive
XRP,neutral
XRP,positive
XRP,negative
XRP,positive
XRP,positive
XRP,negative
XRP,positive
XRP,positive
XRP,positive
XRP,positive
XRP,neutral
XRP,positive
BNB,negative
BNB,positive
BNB,negative
BNB,positive
BNB,neutral
BNB,neutral
BNB,positive
BNB,positive
BNB,positive
BNB,negative
BNB,neutral
BNB,positive
BNB,positive
BNB,positive
BNB,positive
BNB,positive
BNB,positive
BNB,positive
BNB,neutral
BNB,positive
BNB,positive
BNB,positive
BNB,negative
SOL,negative
SOL,negative
SOL,positive
SOL,positive
SOL,positive
SOL,positive
SOL,negative
SOL,negative
SOL,positive
SOL,positive
SOL,neutral
SOL,positive
SOL,positive
SOL,negative
SOL,neutral
SOL,negative
SOL,neutral
SOL,negative
SOL,positive
SOL,neutral
SOL,positive
SOL,negative
SOL,negative
SOL,neutral
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,negative
DOGECOIN,neutral
DOGECOIN,neutral
DOGECOIN,neutral
DOGECOIN,positive
DOGECOIN,negative
DOGECOIN,positive
DOGECOIN,neutral
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,neutral
DOGECOIN,negative
DOGECOIN,negative
DOGECOIN,positive
DOGECOIN,positive
DOGECOIN,positive
ADA,neutral
ADA,neutral
ADA,negative
ADA,positive
ADA,positive
ADA,positive
ADA,negative
ADA,positive
ADA,negative
ADA,positive
ADA,neutral
ADA,negative
ADA,negative
ADA,negative
ADA,negative
ADA,positive
ADA,negative
ADA,positive
ADA,positive
ADA,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,negative
TRX,negative
TRX,negative
TRX,positive
TRX,positive
TRX,neutral
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
TRX,positive
AVAXUSDT,negative
AVAXUSDT,neutral
AVAXUSDT,positive
AVAXUSDT,negative
AVAXUSDT,negative
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,negative
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,negative
AVAXUSDT,negative
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
AVAXUSDT,positive
SUI,negative
SUI,positive
SUI,positive
SUI,positive
SUI,negative
SUI,positive
SUI,positive
SUI,neutral
SUI,negative
SUI,positive
SUI,neutral
SUI,positive
SUI,positive
SUI,negative
SUI,positive
SUI,neutral
SUI,negative
SUI,positive
SUI,positive
SUI,negative
SUI,positive
SUI,negative
TONCOIN,positive
TONCOIN,negative
TONCOIN,negative
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,neutral
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,positive
TONCOIN,negative
TONCOIN,negative
TONCOIN,negative
TONCOIN,negative
